ID	locus_tag	product	gene	all_R1	all_R2	all_R3	bbif_R1	bbif_R2	bbif_R3	bbre_R1	bbre_R2	bbre_R3	binf_R1	binf_R2	binf_R3	bthe_R1	bthe_R2	bthe_R3	lsym_R1	lsym_R2	lsym_R3	ecol_R1	ecol_R2	ecol_R3	paci_R1	paci_R2	paci_R3
fig|511145.12.peg.574		Uncharacterized protein YlcG		1	0	0	2.0	0.0	2.0	1.0	0.0	1.0	0.0	12.0	9.0	0.0	3.0	2.0	6.0	1.0	3.0				5.0	4.0	4.0
fig|511145.12.peg.575	b0552	Transposase InsH for insertion sequence element IS5	insH	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0				0.0	0.0	0.0
fig|511145.12.peg.576		Outer membrane porin OmpD		815	901	2031	41.0	181.0	255.0	435.0	129.0	234.0	11.0	46.0	60.0	35.0	86.0	63.0	128.0	71.0	29.0				4717.0	982.0	2569.0
fig|511145.12.peg.577	b0554	Phage holin/antiholin component S	essD	11	4	10	0.0	4.0	3.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0	6.0	6.0	0.0	0.0				13.0	0.0	12.0
fig|511145.12.peg.578	b0555	Phage lysozyme R (EC 3.2.1.17)	arrD	16	30	26	5.0	20.0	8.0	7.0	10.0	17.0	2.0	44.0	26.0	12.0	9.0	10.0	25.0	5.0	4.0				49.0	12.0	23.0
fig|511145.12.peg.579	b0556	Phage endopeptidase Rz	rzpD	34	62	69	15.0	32.0	32.0	57.0	43.0	30.0	17.0	84.0	64.0	16.0	21.0	17.0	37.0	19.0	21.0				113.0	78.0	86.0
fig|511145.12.peg.58		hypothetical protein		17	18	41	31.0	15.0	34.0	51.0	37.0	55.0	6.0	76.0	18.0	7.0	30.0	19.0	53.0	22.0	15.0				79.0	53.0	44.0
fig|511145.12.peg.580	b0557	Phage-encoded virulence determinant Bor	borD	113	150	222	6.0	13.0	27.0	75.0	38.0	36.0	3.0	27.0	11.0	12.0	13.0	18.0	45.0	3.0	12.0				284.0	30.0	156.0
fig|511145.12.peg.581	b0558	Phage protein YbcV	ybcV	7	10	5	6.0	7.0	13.0	10.0	3.0	9.0	6.0	79.0	19.0	5.0	4.0	8.0	12.0	7.0	3.0				15.0	11.0	21.0
fig|511145.12.peg.582	b0559	Phage protein YbcW	ybcW	14	28	48	74.0	42.0	62.0	88.0	47.0	61.0	37.0	61.0	89.0	29.0	61.0	77.0	98.0	24.0	45.0				147.0	146.0	148.0
fig|511145.12.peg.583	b4589	hypothetical protein	ylcI	33	30	45	22.0	22.0	59.0	18.0	13.0	16.0	39.0	145.0	55.0	39.0	132.0	92.0	65.0	17.0	22.0				63.0	109.0	82.0
fig|511145.12.peg.584	b0560	Phage head%2C terminase subunit Nu1	nohD	22	28	36	33.0	44.0	78.0	65.0	26.0	34.0	23.0	70.0	18.0	15.0	42.0	36.0	98.0	17.0	41.0				107.0	124.0	106.0
fig|511145.12.peg.585	b0561	Phage tail fiber%2C tail fiber assembly protein Tfa	tfaD	9	7	19	11.0	14.0	19.0	13.0	11.0	23.0	0.0	23.0	14.0	4.0	10.0	12.0	19.0	3.0	8.0				20.0	21.0	16.0
fig|511145.12.peg.586		hypothetical protein		7	0	10	3.0	2.0	3.0	4.0	3.0	5.0	4.0	0.0	15.0	7.0	14.0	12.0	6.0	0.0	2.0				4.0	10.0	2.0
fig|511145.12.peg.587	b0564	Acid phosphatase transcriptional regulator AppY%2C AraC family	appY	47	57	134	96.0	63.0	306.0	150.0	67.0	130.0	166.0	575.0	463.0	53.0	153.0	121.0	129.0	189.0	64.0				218.0	311.0	195.0
fig|511145.12.peg.588	b0565	Protease VII (Omptin) precursor (EC 3.4.23.49) @ Outer membrane protease OmpT	ompT	1676	2285	4225	463.0	425.0	441.0	3147.0	1681.0	2367.0	313.0	1139.0	1076.0	650.0	1797.0	1386.0	1646.0	120.0	593.0				6979.0	2732.0	4211.0
fig|511145.12.peg.589		hypothetical protein		0	5	5	1.0	5.0	2.0	6.0	1.0	1.0	0.0	0.0	1.0	5.0	5.0	3.0	0.0	0.0	0.0				9.0	3.0	1.0
fig|511145.12.peg.59	b0058	LSU rRNA pseudouridine(746) synthase (EC 5.4.99.29) @ tRNA pseudouridine(32) synthase (EC 5.4.99.28)	rluA	91	230	207	227.0	213.0	921.0	512.0	251.0	282.0	221.0	1700.0	488.0	179.0	260.0	246.0	540.0	367.0	254.0				299.0	919.0	622.0
fig|511145.12.peg.590	b0566	Porin thermoregulatory protein envY	envY	7	30	34	10.0	12.0	28.0	15.0	9.0	21.0	8.0	21.0	39.0	12.0	23.0	24.0	28.0	12.0	14.0				49.0	52.0	68.0
fig|511145.12.peg.591	b0567	Uncharacterized protein YbcH	ybcH	114	165	224	68.0	98.0	167.0	120.0	142.0	92.0	41.0	220.0	151.0	53.0	131.0	112.0	294.0	58.0	109.0				372.0	299.0	342.0
fig|511145.12.peg.592	b0568	Bacteriophage N4 adsorption protein A	nfrA	526	885	1175	584.0	591.0	1233.0	626.0	974.0	720.0	168.0	1131.0	795.0	479.0	646.0	685.0	1952.0	481.0	756.0				2479.0	2267.0	2215.0
fig|511145.12.peg.593	b0569	Bacteriophage N4 adsorption protein B	nfrB	322	446	581	249.0	351.0	522.0	292.0	515.0	359.0	76.0	468.0	320.0	254.0	416.0	400.0	765.0	166.0	254.0				1365.0	900.0	1071.0
fig|511145.12.peg.594	b0570	Copper sensory histidine kinase CusS	cusS	130	214	332	80.0	188.0	234.0	298.0	285.0	243.0	24.0	129.0	116.0	59.0	106.0	122.0	416.0	79.0	136.0				761.0	445.0	659.0
fig|511145.12.peg.595	b0571	Copper-sensing two-component system response regulator CusR	cusR	156	209	297	185.0	171.0	246.0	283.0	257.0	192.0	49.0	152.0	197.0	139.0	204.0	175.0	451.0	65.0	174.0				705.0	609.0	629.0
fig|511145.12.peg.596	b0572	Copper/silver efflux RND transporter%2C outer membrane protein CusC	cusC	29	38	49	12.0	19.0	15.0	8.0	4.0	11.0	9.0	24.0	34.0	4.0	13.0	9.0	16.0	6.0	3.0				30.0	29.0	34.0
fig|511145.12.peg.597	b0573	Copper/silver efflux RND transporter%2C periplasmic protein CusF	cusF	1	9	13	3.0	9.0	11.0	5.0	7.0	3.0	1.0	13.0	16.0	3.0	3.0	3.0	5.0	2.0	2.0				19.0	10.0	17.0
fig|511145.12.peg.598	b0574	Copper/silver efflux RND transporter%2C membrane fusion protein CusB	cusB	15	25	31	16.0	29.0	38.0	12.0	14.0	15.0	3.0	13.0	33.0	10.0	16.0	10.0	39.0	6.0	20.0				51.0	51.0	54.0
fig|511145.12.peg.599	b0575	Copper/silver efflux RND transporter%2C transmembrane protein CusA	cusA	40	68	79	47.0	69.0	128.0	90.0	60.0	52.0	29.0	95.0	76.0	62.0	41.0	49.0	105.0	29.0	71.0				162.0	173.0	175.0
fig|511145.12.peg.6	b0007	Putative alanine/glycine transport protein	yaaJ	121	94	164	363.0	277.0	523.0	516.0	342.0	342.0	116.0	350.0	331.0	210.0	297.0	344.0	965.0	211.0	354.0				587.0	1338.0	990.0
fig|511145.12.peg.60	b0059	RNA polymerase associated protein RapA	hepA	363	1100	1084	1584.0	1353.0	7617.0	2540.0	1292.0	1379.0	1189.0	14929.0	3692.0	1308.0	1332.0	1643.0	5036.0	4447.0	2116.0				3087.0	6745.0	4914.0
fig|511145.12.peg.600	b0576	Phenylalanine-specific permease	pheP	63	154	164	37.0	72.0	80.0	80.0	77.0	67.0	11.0	33.0	49.0	16.0	46.0	40.0	116.0	21.0	37.0				334.0	170.0	237.0
fig|511145.12.peg.601	b0577	Miniconductance mechanosensitive channel YbdG	ybdG	182	286	454	314.0	506.0	746.0	795.0	653.0	627.0	73.0	229.0	243.0	151.0	214.0	245.0	979.0	313.0	369.0				1692.0	1178.0	1350.0
fig|511145.12.peg.602	b0578	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	nfsB	762	603	1242	520.0	577.0	769.0	1034.0	1318.0	867.0	166.0	682.0	512.0	443.0	698.0	598.0	2250.0	196.0	805.0				3205.0	2578.0	2683.0
fig|511145.12.peg.603	b0579	Uncharacterized protein YbdF	ybdF	34	27	55	85.0	47.0	173.0	179.0	88.0	125.0	17.0	149.0	91.0	41.0	70.0	64.0	286.0	82.0	76.0				254.0	386.0	298.0
fig|511145.12.peg.604	b0580	Uncharacterized inner membrane protein YbdJ	ybdJ	52	61	94	77.0	68.0	197.0	271.0	81.0	153.0	21.0	56.0	52.0	34.0	63.0	68.0	290.0	123.0	78.0				330.0	339.0	360.0
fig|511145.12.peg.605	b0581	Glutamate--cysteine ligase-like protein YbdK	ybdK	35	22	91	369.0	341.0	1215.0	631.0	177.0	369.0	64.0	126.0	263.0	274.0	306.0	324.0	975.0	613.0	408.0				408.0	1641.0	1044.0
fig|511145.12.peg.606	b4415	hypothetical protein	hokE	5	4	13	4.0	2.0	8.0	9.0	9.0	9.0	5.0	9.0	5.0	0.0	3.0	5.0	4.0	0.0	3.0				11.0	13.0	7.0
fig|511145.12.peg.607	b0582	Transposase InsL for insertion sequence element IS186	insL	10	6	14	5.0	12.0	18.0	6.0	11.0	8.0	1.0	18.0	10.0	5.0	10.0	7.0	21.0	19.0	32.0				18.0	15.0	17.0
fig|511145.12.peg.608	b0583	4'-phosphopantetheinyl transferase (EC 2.7.8.-) [enterobactin] siderophore	entD	23	20	17	61.0	37.0	131.0	338.0	80.0	175.0	8.0	65.0	35.0	44.0	50.0	42.0	222.0	78.0	84.0				92.0	165.0	122.0
fig|511145.12.peg.609	b0584	TonB-dependent receptor%3B Outer membrane receptor for ferric enterobactin and colicins B%2C D	fepA	38	39	59	230.0	210.0	1028.0	2765.0	555.0	1193.0	61.0	105.0	55.0	109.0	113.0	129.0	553.0	455.0	276.0				220.0	517.0	415.0
fig|511145.12.peg.61		hypothetical protein		8	17	46	197.0	76.0	442.0	100.0	37.0	68.0	143.0	774.0	208.0	165.0	241.0	237.0	309.0	215.0	187.0				164.0	553.0	377.0
fig|511145.12.peg.610		hypothetical protein		0	0	0	3.0	1.0	0.0	4.0	3.0	5.0	0.0	0.0	3.0	2.0	2.0	2.0	3.0	0.0	1.0				2.0	1.0	0.0
fig|511145.12.peg.611	b0585	Enterobactin esterase	fes	3	14	19	33.0	101.0	523.0	631.0	146.0	296.0	5.0	56.0	22.0	56.0	50.0	71.0	151.0	311.0	66.0				27.0	188.0	105.0
fig|511145.12.peg.612	b4511	MbtH-like NRPS chaperone %3D> YbdZ	ybdZ	0	0	0	0.0	3.0	52.0	36.0	8.0	13.0	2.0	0.0	0.0	7.0	0.0	2.0	4.0	24.0	5.0				4.0	4.0	4.0
fig|511145.12.peg.613	b0586	Enterobactin synthetase component F%2C serine activating enzyme (EC 2.7.7.-)	entF	52	46	89	89.0	184.0	790.0	892.0	101.0	427.0	60.0	141.0	102.0	94.0	92.0	120.0	240.0	427.0	128.0				221.0	287.0	277.0
fig|511145.12.peg.614		hypothetical protein		0	0	2	2.0	0.0	2.0	2.0	0.0	1.0	0.0	10.0	0.0	4.0	0.0	1.0	5.0	2.0	0.0				0.0	0.0	0.0
fig|511145.12.peg.615	b0587	Ferric enterobactin uptake protein FepE	fepE	4	0	2	3.0	6.0	9.0	7.0	4.0	4.0	2.0	0.0	2.0	5.0	4.0	3.0	3.0	1.0	3.0				9.0	8.0	7.0
fig|511145.12.peg.616	b0588	Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)	fepC	7	2	12	27.0	23.0	137.0	359.0	37.0	193.0	13.0	31.0	15.0	12.0	35.0	28.0	70.0	55.0	26.0				16.0	34.0	29.0
fig|511145.12.peg.617	b0589	Ferric enterobactin transport system permease protein FepG (TC 3.A.1.14.2)	fepG	5	13	12	22.0	31.0	119.0	300.0	67.0	143.0	6.0	18.0	7.0	9.0	16.0	24.0	59.0	47.0	28.0				14.0	48.0	37.0
fig|511145.12.peg.618	b0590	Ferric enterobactin transport system permease protein FepD (TC 3.A.1.14.2)	fepD	53	26	49	93.0	182.0	598.0	988.0	307.0	479.0	9.0	112.0	38.0	76.0	65.0	102.0	459.0	214.0	123.0				106.0	396.0	281.0
fig|511145.12.peg.619	b0591	Enterobactin exporter EntS	entS	15	17	23	31.0	66.0	189.0	331.0	146.0	222.0	3.0	32.0	19.0	19.0	25.0	34.0	125.0	52.0	55.0				45.0	73.0	106.0
fig|511145.12.peg.62	b0060	DNA polymerase II (EC 2.7.7.7)	polB	307	351	538	556.0	1006.0	2673.0	1956.0	984.0	1279.0	292.0	855.0	969.0	613.0	769.0	839.0	2311.0	986.0	880.0				1821.0	3508.0	2677.0
fig|511145.12.peg.620	b0592	Ferric enterobactin-binding periplasmic protein FepB (TC 3.A.1.14.2)	fepB	32	22	44	78.0	142.0	1048.0	1579.0	360.0	835.0	21.0	96.0	35.0	65.0	68.0	82.0	438.0	612.0	157.0				251.0	419.0	363.0
fig|511145.12.peg.621	b0593	Isochorismate synthase (EC 5.4.4.2) @ Isochorismate synthase (EC 5.4.4.2) [enterobactin] siderophore @ Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	entC	18	8	29	85.0	105.0	854.0	1815.0	399.0	912.0	6.0	34.0	17.0	44.0	21.0	55.0	346.0	510.0	109.0				57.0	236.0	207.0
fig|511145.12.peg.622	b0594	2%2C3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore @ 2%2C3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis	entE	5	13	16	69.0	40.0	702.0	1705.0	175.0	638.0	4.0	50.0	32.0	9.0	30.0	43.0	181.0	446.0	76.0				42.0	91.0	60.0
fig|511145.12.peg.623	b0595	Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB @ Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis	entB	3	15	11	55.0	44.0	296.0	662.0	70.0	228.0	4.0	24.0	23.0	22.0	17.0	16.0	121.0	180.0	54.0				39.0	92.0	77.0
fig|511145.12.peg.624	b0596	2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore @ 2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis	entA	4	21	43	46.0	36.0	194.0	455.0	51.0	192.0	7.0	50.0	48.0	29.0	23.0	31.0	186.0	99.0	56.0				74.0	151.0	117.0
fig|511145.12.peg.625	b0597	Proofreading thioesterase in enterobactin biosynthesis EntH	entH	4	12	16	29.0	23.0	98.0	196.0	31.0	73.0	0.0	28.0	19.0	11.0	14.0	9.0	111.0	55.0	30.0				63.0	61.0	75.0
fig|511145.12.peg.626	b0598	Carbon starvation protein A	cstA	132	102	198	219.0	224.0	535.0	695.0	135.0	356.0	85.0	153.0	175.0	146.0	222.0	224.0	294.0	185.0	153.0				803.0	764.0	781.0
fig|511145.12.peg.627	b4512	Uncharacterized proteins YbdD and YjiX	ybdD	37	38	62	160.0	130.0	241.0	244.0	72.0	131.0	79.0	204.0	198.0	101.0	154.0	129.0	347.0	101.0	152.0				229.0	543.0	391.0
fig|511145.12.peg.628	b0599	Hydroxycarboxylate dehydrogenase (NADP+) HcxA	ybdH	79	92	112	173.0	249.0	380.0	228.0	392.0	252.0	53.0	230.0	174.0	111.0	147.0	168.0	920.0	134.0	288.0				353.0	823.0	587.0
fig|511145.12.peg.629	b0600	Glutamine-dependent 2-keto-4-methylthiobutyrate transaminase	ybdL	90	85	172	128.0	184.0	215.0	113.0	436.0	222.0	22.0	129.0	130.0	65.0	135.0	117.0	423.0	58.0	158.0				233.0	353.0	288.0
fig|511145.12.peg.63	b0061	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	araD	10	16	18	10.0	29.0	23.0	22.0	15.0	13.0	4.0	75.0	16.0	19.0	10.0	11.0	54.0	9.0	20.0				100.0	86.0	93.0
fig|511145.12.peg.630	b0601	Co-activator of prophage gene expression IbrB	ybdM	31	31	68	31.0	36.0	64.0	68.0	54.0	50.0	24.0	44.0	46.0	49.0	51.0	53.0	115.0	50.0	55.0				153.0	174.0	173.0
fig|511145.12.peg.631	b0602	Co-activator of prophage gene expression IbrA	ybdN	4	23	30	13.0	30.0	63.0	39.0	13.0	39.0	11.0	34.0	12.0	13.0	30.0	22.0	68.0	37.0	20.0				74.0	117.0	70.0
fig|511145.12.peg.632	b0603	LysR-family transcriptional regulator YbdO	ybdO	21	15	34	25.0	44.0	55.0	41.0	45.0	47.0	24.0	22.0	38.0	10.0	20.0	30.0	103.0	32.0	21.0				114.0	103.0	86.0
fig|511145.12.peg.633	b0604	Thiol:disulfide interchange protein DsbG precursor	dsbG	105	120	285	167.0	225.0	560.0	698.0	369.0	382.0	30.0	103.0	140.0	111.0	199.0	165.0	488.0	195.0	185.0				801.0	805.0	746.0
fig|511145.12.peg.634	b0605	Alkyl hydroperoxide reductase protein C (EC 1.11.1.15)	ahpC	20288	7727	33775	55175.0	39617.0	93311.0	46468.0	24207.0	26884.0	12231.0	64981.0	30573.0	28972.0	38539.0	41488.0	183241.0	35033.0	70809.0				77681.0	158504.0	115180.0
fig|511145.12.peg.635		hypothetical protein		33	8	26	12.0	6.0	13.0	15.0	15.0	14.0	4.0	21.0	15.0	3.0	12.0	15.0	21.0	5.0	13.0				33.0	37.0	31.0
fig|511145.12.peg.636	b0606	Alkyl hydroperoxide reductase protein F	ahpF	8190	2520	14126	6812.0	5905.0	12772.0	11000.0	7440.0	7627.0	2026.0	17192.0	7972.0	3640.0	5255.0	5464.0	25375.0	5248.0	10154.0				18561.0	17765.0	17365.0
fig|511145.12.peg.637	b0607	Universal stress protein G	uspG	489	655	1177	5783.0	1698.0	4306.0	1479.0	1000.0	893.0	869.0	3721.0	2570.0	1915.0	3115.0	3288.0	11719.0	2324.0	5313.0				2681.0	6601.0	5330.0
fig|511145.12.peg.638	b0608	Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR	ybdR	89	76	168	159.0	122.0	352.0	357.0	138.0	246.0	53.0	152.0	148.0	83.0	149.0	137.0	246.0	204.0	125.0				350.0	369.0	310.0
fig|511145.12.peg.639		hypothetical protein		7	3	6	0.0	2.0	3.0	5.0	8.0	7.0	1.0	0.0	3.0	4.0	1.0	3.0	1.0	3.0	2.0				26.0	12.0	3.0
fig|511145.12.peg.64	b0062	L-arabinose isomerase (EC 5.3.1.4)	araA	43	33	65	55.0	95.0	121.0	78.0	44.0	44.0	31.0	90.0	62.0	34.0	53.0	53.0	161.0	27.0	53.0				233.0	260.0	243.0
fig|511145.12.peg.640	b0610	Regulator of nucleoside diphosphate kinase	rnk	145	115	204	44.0	57.0	120.0	194.0	130.0	165.0	20.0	33.0	55.0	21.0	30.0	26.0	100.0	58.0	36.0				530.0	197.0	321.0
fig|511145.12.peg.641	b0611	Ribonuclease I precursor (EC 3.1.27.6)	rna	232	252	442	251.0	286.0	521.0	798.0	439.0	537.0	46.0	366.0	185.0	190.0	281.0	293.0	627.0	224.0	271.0				1119.0	1156.0	1044.0
fig|511145.12.peg.642	b0612	Citrate Succinate antiporter (TC 2.A.47.3.2)	citT	14	7	29	9.0	5.0	15.0	17.0	13.0	21.0	16.0	20.0	20.0	9.0	13.0	14.0	41.0	6.0	10.0				37.0	55.0	41.0
fig|511145.12.peg.643	b0613	Triphosphoribosyl-dephospho-CoA synthase (EC 2.4.2.52)	citG	0	3	2	3.0	5.0	3.0	5.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	5.0	1.0	3.0				4.0	19.0	2.0
fig|511145.12.peg.644	b0614	Citrate lyase holo-[acyl-carrier-protein] synthase (EC 2.7.7.61)	citX	0	2	1	5.0	1.0	3.0	1.0	7.0	8.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	2.0				7.0	10.0	1.0
fig|511145.12.peg.645	b0615	Citrate lyase alpha chain (EC 4.1.3.6)	citF	9	5	13	8.0	8.0	11.0	15.0	23.0	8.0	1.0	10.0	11.0	3.0	6.0	11.0	41.0	2.0	17.0				21.0	24.0	21.0
fig|511145.12.peg.646	b0616	Citrate lyase beta chain (EC 4.1.3.6)	citE	2	4	6	7.0	5.0	5.0	4.0	9.0	7.0	0.0	15.0	11.0	1.0	4.0	1.0	35.0	0.0	13.0				8.0	5.0	5.0
fig|511145.12.peg.647	b0617	Citrate lyase gamma chain%2C acyl carrier protein	citD	0	0	2	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	6.0	0.0	0.0	2.0	9.0	0.0	1.0				0.0	0.0	0.0
fig|511145.12.peg.648	b0618	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)	citC	3	2	7	8.0	14.0	2.0	12.0	18.0	8.0	0.0	9.0	13.0	2.0	2.0	4.0	43.0	3.0	9.0				4.0	9.0	3.0
fig|511145.12.peg.649	b0619	Tricarboxylate transport sensor protein TctE %3D> Citrate response regulator CitA	dpiB	59	60	118	81.0	99.0	132.0	140.0	135.0	129.0	25.0	109.0	67.0	43.0	70.0	88.0	166.0	28.0	93.0				310.0	305.0	269.0
fig|511145.12.peg.65	b0063	Ribulokinase (EC 2.7.1.16)	araB	17	17	45	35.0	55.0	62.0	35.0	14.0	19.0	2.0	90.0	37.0	23.0	48.0	25.0	63.0	21.0	30.0				106.0	135.0	166.0
fig|511145.12.peg.650	b0620	Tricarboxylate transport transcriptional regulator TctD %3D> Citrate response regulator CitB	dpiA	82	87	132	100.0	122.0	194.0	160.0	200.0	163.0	46.0	83.0	99.0	79.0	103.0	109.0	266.0	54.0	109.0				448.0	372.0	424.0
fig|511145.12.peg.651	b0621	C4-dicarboxylate transporter DcuC (TC 2.A.61.1.1)	dcuC	66	47	155	64.0	81.0	113.0	134.0	61.0	86.0	27.0	77.0	91.0	49.0	89.0	69.0	184.0	34.0	56.0				273.0	395.0	306.0
fig|511145.12.peg.652	b0622	Lipid A palmitoyltransferase PagP (EC 2.3.1.251)	pagP	25	23	44	56.0	32.0	115.0	474.0	115.0	297.0	13.0	41.0	46.0	37.0	73.0	79.0	170.0	63.0	60.0				195.0	185.0	163.0
fig|511145.12.peg.653	b0623	Cold shock protein of CSP family %3D> CspE (naming convention as in E.coli)	cspE	5000	3494	6184	2131.0	1446.0	4627.0	15100.0	4769.0	11371.0	366.0	958.0	1399.0	946.0	2899.0	1997.0	3888.0	2597.0	1094.0				13230.0	6025.0	8925.0
fig|511145.12.peg.654	b0624	Fluoride ion transporter CrcB	crcB	377	299	663	1079.0	927.0	1220.0	935.0	813.0	752.0	272.0	1151.0	853.0	683.0	1254.0	1130.0	3078.0	300.0	1088.0				1953.0	2547.0	2315.0
fig|511145.12.peg.655		hypothetical protein		27	22	17	39.0	62.0	102.0	51.0	34.0	50.0	7.0	11.0	32.0	41.0	45.0	52.0	114.0	27.0	32.0				86.0	313.0	194.0
fig|511145.12.peg.656	b4581	Putative amidase	ybeM	27	20	37	39.0	62.0	112.0	54.0	59.0	50.0	7.0	39.0	39.0	37.0	61.0	48.0	90.0	21.0	63.0				90.0	309.0	215.0
fig|511145.12.peg.657	b0627	Twin-arginine translocation protein TatE	tatE	406	343	553	269.0	288.0	291.0	419.0	374.0	334.0	59.0	67.0	146.0	117.0	286.0	225.0	490.0	22.0	240.0				972.0	604.0	659.0
fig|511145.12.peg.658	b0628	Lipoyl synthase (EC 2.8.1.8)	lipA	2293	1907	3776	3463.0	2995.0	6753.0	10362.0	4581.0	5938.0	627.0	2393.0	2342.0	1892.0	3262.0	3002.0	11116.0	2885.0	3974.0				13980.0	14893.0	14326.0
fig|511145.12.peg.659	b0629	LysR-family transcriptional regulator YbeF	ybeF	36	55	57	27.0	35.0	112.0	61.0	81.0	51.0	14.0	69.0	57.0	30.0	40.0	31.0	107.0	55.0	30.0				196.0	79.0	146.0
fig|511145.12.peg.66	b0064	Arabinose operon regulatory protein AraC	araC	39	59	52	51.0	69.0	88.0	65.0	27.0	44.0	22.0	102.0	85.0	29.0	48.0	56.0	93.0	47.0	43.0				147.0	244.0	204.0
fig|511145.12.peg.660	b0630	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)	lipB	400	269	441	398.0	366.0	802.0	383.0	404.0	348.0	245.0	471.0	532.0	369.0	470.0	461.0	692.0	241.0	346.0				1028.0	827.0	688.0
fig|511145.12.peg.661	b0631	Proposed lipoate regulatory protein YbeD	ybeD	390	189	371	1980.0	359.0	9369.0	499.0	382.0	340.0	1198.0	5943.0	3660.0	1249.0	1664.0	2090.0	3228.0	4398.0	1568.0				1032.0	853.0	866.0
fig|511145.12.peg.662	b0632	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	dacA	353	464	747	305.0	509.0	678.0	1218.0	878.0	1016.0	82.0	384.0	311.0	167.0	282.0	272.0	1171.0	237.0	432.0				2960.0	1373.0	2046.0
fig|511145.12.peg.663		hypothetical protein		2	4	6	8.0	12.0	18.0	22.0	5.0	18.0	0.0	9.0	4.0	2.0	6.0	14.0	18.0	7.0	7.0				27.0	45.0	37.0
fig|511145.12.peg.664	b0633	Septum-associated rare lipoprotein A	rlpA	322	565	776	245.0	444.0	893.0	1597.0	1174.0	1003.0	118.0	315.0	351.0	202.0	284.0	279.0	1321.0	436.0	455.0				2175.0	2212.0	1968.0
fig|511145.12.peg.665	b0634	Rod shape-determining protein RodA	mrdB	342	539	689	104.0	126.0	320.0	937.0	664.0	561.0	57.0	118.0	136.0	81.0	188.0	155.0	319.0	96.0	139.0				817.0	459.0	601.0
fig|511145.12.peg.666	b0635	Peptidoglycan D%2CD-transpeptidase MrdA (EC 3.4.16.4)	mrdA	526	1045	1204	169.0	379.0	588.0	1651.0	1500.0	1268.0	91.0	153.0	304.0	108.0	209.0	235.0	675.0	211.0	244.0				2888.0	700.0	1565.0
fig|511145.12.peg.667	b0636	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)	rlmH	207	235	257	43.0	141.0	134.0	345.0	379.0	277.0	34.0	20.0	75.0	39.0	71.0	56.0	252.0	33.0	84.0				714.0	291.0	413.0
fig|511145.12.peg.668	b0637	Ribosomal silencing factor RsfA	ybeB	253	278	490	231.0	236.0	382.0	821.0	585.0	590.0	42.0	63.0	181.0	119.0	243.0	207.0	574.0	99.0	184.0				1506.0	642.0	1002.0
fig|511145.12.peg.669	b0638	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	cobC	55	127	168	69.0	74.0	152.0	404.0	206.0	181.0	26.0	125.0	122.0	41.0	87.0	73.0	220.0	49.0	87.0				447.0	299.0	345.0
fig|511145.12.peg.67	b0065	DedA family inner membrane protein YabI	yabI	216	282	384	283.0	411.0	603.0	1071.0	481.0	618.0	100.0	329.0	223.0	205.0	333.0	325.0	695.0	131.0	268.0				929.0	1209.0	1094.0
fig|511145.12.peg.670	b0639	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	nadD	148	253	337	118.0	162.0	265.0	613.0	384.0	516.0	34.0	235.0	168.0	84.0	131.0	117.0	413.0	125.0	139.0				747.0	552.0	601.0
fig|511145.12.peg.671	b0640	DNA polymerase III delta subunit (EC 2.7.7.7)	holA	256	429	593	181.0	363.0	444.0	976.0	655.0	717.0	70.0	171.0	229.0	168.0	287.0	248.0	889.0	154.0	295.0				1696.0	972.0	1263.0
fig|511145.12.peg.672	b0641	LPS-assembly lipoprotein LptE	lptE	277	539	877	357.0	564.0	873.0	2199.0	1198.0	1033.0	67.0	354.0	292.0	275.0	425.0	443.0	1936.0	280.0	532.0				2948.0	2477.0	2548.0
